,Topic,Count,Name
764,763,34,763_election internalelectionopen oregon_oregon election_oregon election results_internalelectionopen oregon election
765,764,34,764_homicides homeless persons_homicides homeless_murders homicides homeless_homeless persons murders
766,765,34,765_poets thanksgiving_poetry poets thanksgiving_poets thanksgiving day_poem gratitude
767,766,34,766_patents_inventions patents_vaccination immunization factories_vaccine patent
768,767,34,767_bronx real estate_manhattan bronx_brooklyn manhattan bronx_manhattan bronx real
769,768,34,768_missouri election results_missouri election_election internalelectionopen missouri_caucuses missouri
770,769,33,769_syria_syrians_refugees displaced_refugees displaced persons
771,770,33,770_episode_season two episode_three episode_part season two
772,771,33,771_trump aides_coronavirus ncov fauci_coronavirus ncov united_aides undercut fauci
773,772,33,772_vaccines_vaccination immunization coronavirus_vaccination immunization_vaccination immunization presidential
774,773,33,773_000 homes california_000 homes_homes california real_california real estate
775,774,33,774_trump tax_tax returns_trump tax returns_trump taxes
776,775,33,775_churches buildings_notre_cathedral_historic buildings
777,776,33,776_massachusetts covid case_county massachusetts covid_massachusetts covid_hampshire covid case
778,777,33,777_murders attempted murders_attempted murders homicides_murders homicides_homicides
779,778,33,778_election internalelectionopen utah_utah election_utah election results_internalelectionopen utah election
780,779,33,779_outages_computers internet facebook_internet facebook_widespread internet
781,780,33,780_hong kong protests_kong protests politics_legislation hong kong_law legislation hong
782,781,33,781_movies film series_weekend movies film_film series catch_weekend movies
783,782,33,782_housing residential coronavirus_residential coronavirus_residential coronavirus ncov_pandemic real estate
784,783,33,783_goldman sachs_1mdb scandal_bribery kickbacks_money laundering
785,784,33,784_passover_cookbooks jews judaism_cookbooks jews_cooking cookbooks jews
786,785,33,785_computers internet social_books literature internet_sixties computers internet_hundred sixties computers
787,786,33,786_china evergrande_residential economic conditions_china property_property market
788,787,33,787_facebook whistle blower_computers internet whistleblowers_internet whistleblowers_deregulation industry facebook
789,788,32,788_coronavirus reopenings reopen_ncov coronavirus reopenings_coronavirus reopenings_reopening coronavirus
790,789,32,789_met gala fashion_gala fashion_social met gala_gala parties
791,790,32,790_hong kong protests_international relations hong_relations hong kong_protests embargoes sanctions
792,791,32,791_bond james fictional_bond james_james bond_movies bond james
793,792,32,792_neo nazi_neo nazi groups_nazi groups_whites fringe groups
794,793,32,793_spanish_spanish civil_spanish civil war_literature spanish
795,794,32,794_jeff sessions_alabama senate_election internalelectionopen alabama_senate jeff sessions
796,795,32,795_corrections august_2019 corrections august_2019 corrections_2019
797,796,32,796_rover mars_mars rover mars_mars planet perseverance_planet perseverance mars
798,797,32,797_cohen_baseball coaches managers_baseball appointments executive_executive changes mets
799,798,32,798_county new mexico_mexico covid case_new mexico covid_mexico covid
800,799,32,799_quiz visage word_quiz salacious word_spurious word_specious word quiz
801,800,32,800_exhibitions view weekend_art exhibitions view_weekend art museums_18 art exhibitions
802,801,32,801_libel_libel slander_violence libel_violence libel slander
803,802,32,802_viewing reasons love_comfort_television comfort viewing_life culture comfort
804,803,32,803_election internalelectionopen maryland_maryland election_maryland election results_internalelectionopen maryland election
805,804,32,804_sold around million_around million real_around million_homes sold around
806,805,32,805_grief emotion_grief emotion death_emotion death dying_grief grief emotion
807,806,32,806_mexico election_mexico election results_new mexico election_caucuses new mexico
808,807,32,807_music copyrights copyright_music royalties_rock music copyrights_music mergers acquisitions
809,808,32,808_espionage intelligence services_intelligence services appointments_intelligence services united_executive changes espionage
810,809,32,809_emotion coronavirus ncov_emotion coronavirus_grief emotion coronavirus_ncov grief emotion
811,810,32,810_mosque_mosques_terrorism deaths_mosque kills
812,811,32,811_roger stone_russian interference_interference us elections_russian interference us
813,812,32,812_suburbs presidential election_suburbs presidential_politics government suburbs_presidential election suburbs
814,813,32,813_dance performances see_see weekend dancing_performances see weekend_performances see
815,814,32,814_picard_star trek_trek picard_star trek picard
816,815,32,815_james baldwin_books literature colson_literature colson whitehead_william buckley jr
817,816,32,816_us north carolina_north carolina governor_north carolina presidential_north carolina elections
818,817,32,817_insurance managed care_ncov health insurance_care coronavirus_care coronavirus ncov
819,818,32,818_cheese cooking_cheese cooking cookbooks_cookbooks cheese_cheese awards
820,819,32,819_espionage_industrial espionage_espionage intelligence services_intelligence services
821,820,31,820_coronavirus latest_deaths fatalities hospitals_hospitals coronavirus latest_fatalities hospitals coronavirus
822,821,31,821_prince andrew_royal families_royal families sex_families sex crimes
823,822,31,822_paso tex shooting_el paso shooting_tex shooting hispanicamericans_shooting hispanicamericans
824,823,31,823_john lewis_civil rights movement_john lewis civil_lewis civil rights
825,824,31,824_seth meyers_television seth meyers_television seth_seth meyers calls
826,825,31,825_shot daunte wright_killing daunte wright_daunte wright police_wright police brutality
827,826,31,826_funerals memorials_funerals_death dying_funeral
828,827,31,827_app store_mobile applications_antitrust_laws competition issues
829,828,31,828_alaska covid_alaska covid case_borough alaska covid_area alaska covid
830,829,31,829_world cup skiing_alpine skiing olympic_olympic games alpine_skiing olympic games
831,830,31,830_fashion apparel weddings_apparel weddings engagements_apparel weddings_dresses fashion apparel
832,831,31,831_ocasio cortez_alexandria ocasio_alexandria ocasio cortez_elections house
833,832,31,832_2022 new_2022 new york_new york times_2022
834,833,31,833_ransomware_hackers extortion blackmail_ransomware attacks_cyberattacks hackers extortion
835,834,31,834_games broadcast_olympic games broadcast_games broadcast coverage_beach volleyball
836,835,31,835_pipelines_keystone pipeline_keystone xl pipeline_pipelines oil
837,836,31,836_bison_grizzly bears_bears deaths_bears deaths fatalities
838,837,31,837_trends currency_conditions trends currency_iran prince harry_financial institutions turkey
839,838,31,838_meditation mobile applications_buddhism_meditations_app meditation mobile
840,839,31,839_korean food_korean food cuisine_kimchi south korean_south korean food
841,840,31,840_around million real_sold around million_around million_homes sold around
842,841,31,841_arizona immigration law_immigration law sb_arizona immigration_arizona senate
843,842,31,842_concerts see weekend_music concerts see_see weekend classical_music concerts
844,843,31,843_sculpture_art_art sculpture_art content
845,844,31,844_thailand_riots royal_protests riots royal_riots royal families
846,845,31,845_daylight saving_daylight saving time_saving time sleep_sleep daylight saving
847,846,31,846_representatives arkansas_house representatives arkansas_results midterm elections_elections primaries caucuses
848,847,31,847_get million california_million california_million california real_residential get million
849,848,31,848_2021 new york_times news quiz_news quiz_new york times
850,849,31,849_attempted assassinations_assassinations attempted_assassinations attempted assassinations_civil rights movement
851,850,30,850_hoffa_mafia_organized crime murders_italian police
852,851,30,851_cicadas insects_insects global_insects global warming_underground cicadas
853,852,30,852_2022 corrections_2022_2022 corrections may_2022 corrections july
854,853,30,853_katie ledecky_olympic games swimming_games katie ledecky_olympic games katie
855,854,30,854_election internalelectionopen louisiana_louisiana election_louisiana election results_internalelectionopen louisiana election
856,855,30,855_condé nast_vogue_magazines appointments_magazines appointments executive
857,856,30,856_finland_finland real_hunting finland_finland real estate
858,857,30,857_disabilities_disabilities actors actresses_disabilities actors_theater disabilities
859,858,30,858_pensions retirement_yellow vests movement_plans politics government_france
860,859,30,859_submarines submersibles_submersibles maritime accidents_submersibles maritime_submarines submersibles maritime
861,860,30,860_mardi gras_gras parades_mardi gras parades_mardi gras mardi
862,861,30,861_election internalelectionopen alaska_alaska elections_internalelectionopen alaska election_alaska election results
863,862,30,862_apartheid_desmond tutu_apartheid dies_deaths obituaries apartheid
864,863,30,863_fungi_fungus_fungi mushrooms_mushrooms bold
865,864,30,864_washington election_washington election results_internalelectionopen washington election_election internalelectionopen washington
866,865,30,865_saturday night live_night live_television saturday night_television saturday
867,866,30,866_shootings atlanta spa_shootings murders_shootings hate crimes_shootings asianamericans
868,867,30,867_snow snowstorms_snowstorms_snow days_snowstorms quarantine
869,868,30,868_transsexuals teenagers adolescence_transsexuals teenagers_transgender transsexuals teenagers_transgender youth
870,869,30,869_birth rates_population birth rates_birth rates population_rates population
871,870,30,870_agriculture farming_farming agriculture_farming agriculture farming_organic foods products
872,871,30,871_cities_urban areas coronavirus_urban areas_areas coronavirus
873,872,30,872_deshaun watson_football suits litigation_litigation civil football_watson accusers
874,873,30,873_2022 corrections july_corrections july_2022 corrections_july 2022 corrections
875,874,30,874_earthquakes magnitude earthquake_earthquake hits_earthquakes tidal waves_tsunamis magnitude earthquake
876,875,30,875_cyberharassment_media social conditions_cancel culture social_social conditions trends
877,876,30,876_black homeowners_residential black people_housing residential black_people blacks discrimination
878,877,30,877_soccer world cup_world cup soccer_cup soccer world_cup soccer soccer
879,878,30,878_affordable housing_public subsidized housing_subsidized housing_housing crisis
880,879,30,879_world war ii_war ii united_military forces world_letters world war
881,880,30,880_toys_dolls_parenting toys_stuffed animals
882,881,30,881_000 california real_000 california_california real estate_residential get
883,882,29,882_tax shelters_taxes_shelters corporate_tax shelters corporate
884,883,29,883_sundance film festival_movies sundance_movies sundance film_utah documentary films
885,884,29,884_gas emissions coronavirus_emissions coronavirus_greenhouse gas emissions_greenhouse gas
886,885,29,885_corrections september_2019 corrections september_september 2019 corrections_corrections september 20
887,886,29,886_robinhood_initial public offerings_stocks bonds robinhood_mobile applications stocks
888,887,29,887_bicycles bicycling_bicycling_bicycles_bicycling traffic accidents
889,888,29,888_climate_climate anxiety_climate change_warming anxiety stress
890,889,29,889_pence visit_pennsylvania trump_biden wisconsin_today trump heads
891,890,29,890_climate_warming united states_election global warming_election global
892,891,29,891_dancing coronavirus_dancing coronavirus ncov_go dancing coronavirus_coronavirus ncov dance
893,892,29,892_puzzles variety acrostic_acrostic acrostic puzzles_acrostic crossword_variety acrostic crossword
894,893,29,893_anthem protests_national anthem protests_national anthem_colin kaepernick
895,894,29,894_cyberwarfare_us federal government_cyberattacks_breach cyberwarfare
896,895,29,895_movies five action_action movies stream_five action movies_stream movies five
897,896,29,896_gas tax_gasoline tax us_gasoline tax_gas tax holiday
898,897,29,897_surfing olympic_olympic games surfing_surfing olympic games_surfers
899,898,29,898_election george floyd_government george floyd_george floyd protests_floyd protests
900,899,29,899_cookbooks soups_soup cooking cookbooks_tomato soup_vegetables soups
901,900,29,900_turks caicos_grenada_caribbean_caribbean real estate
902,901,29,901_presidential election organized_election organized labor_organized labor labor_pro labor
903,902,28,902_lizards_amphibians_reptiles_dragons lizards
904,903,28,903_roosevelt_theodore roosevelt_theodore_uss theodore roosevelt
905,904,28,904_ncov south korea_coronavirus ncov south_surge covid cases_variant south korea
906,905,28,905_country music_music country music_music country_country music country
907,906,28,906_queen elizabeth_royal families coronavirus_royal families_coronavirus ncov queen
908,907,28,907_maritime accidents_maritime accidents safety_drownings_migrant boat
909,908,28,908_pfizer biontech_pfizer vaccine_pfizer biontech vaccine_biontech vaccine
910,909,28,909_national parks_parks monuments seashores_national parks monuments_monuments seashores
911,910,28,910_writers global warming_book climate change_global warming books_literature global warming
912,911,28,911_mesmerized goodbye social_mesmerized goodbye_looking longingly someone_looking kid looking
913,912,28,912_baseball coaches managers_baseball coaches_coaches managers_yankees
914,913,28,913_domestic terrorism_terrorism fringe groups_terrorism fringe_rightwing extremism altright
915,914,28,914_travel vacations 36_vacations 36 hours_environs travel vacations_hours kochi
916,915,28,915_cookbooks content_cooking cookbooks content_cookbooks content type_cooking cookbooks
917,916,28,916_succession season_television succession season_succession season episode_succession recap season
918,917,28,917_threats threatening messages_threats threatening_charged threatening_government threats threatening
919,918,28,918_supertall tower_empire state building_empire state_buildings structures
920,919,28,919_sex crimes_metoo movement_child abuse neglect_rape investigation
921,920,28,920_nudity_nudism nudity_pornography_sex crimes nudism
922,921,28,921_facebook_antitrust laws_facebook antitrust_competition issues social
923,922,28,922_cooking cookbooks eggs_cookbooks eggs_eggs cooking_eggs cooking cookbooks
924,923,28,923_belarus_airplanes embargoes sanctions_airplanes belaruspoland border_airplanes belaruspoland
925,924,28,924_suicides suicide_suicides suicide attempts_suicide attempts_emergency telephone numbers
926,925,28,925_apparel_apparel content_apparel content type_service fashion apparel
927,926,28,926_prosecutors independent_special prosecutors independent_interference us elections_russian interference us
928,927,28,927_2020 corrections may_corrections may_2020 corrections_corrections may 2020
929,928,28,928_election internalelectionopen montana_caucuses montana_montana election results_montana election
930,929,28,929_accessible learning activities_weekly accessible learning_accessible_community weekly accessible
931,930,28,930_russian bounties_forces afghanistan_afghanistan war united_bounties troops
932,931,28,931_global warming greta_climate action summit_nations climate action_nations climate
933,932,28,932_deafness sign language_deafness sign_sign language deafness_deafness language languages
934,933,28,933_cookbooks thanksgiving day_cookbooks thanksgiving_thanksgiving recipes_recipes thanksgiving
935,934,28,934_income inequality_income inequality united_inequality united states_economy income
936,935,28,935_refugees_books literature refugees_literature refugees_literature refugees displaced
937,936,28,936_hospitals_coronavirus ncov hospitals_hospitals rural areas_covid 19 patients
938,937,28,937_magicians_theater magic_theater magic magicians_magicians content
939,938,28,938_aid ukraine_aid ukraine russian_ukraine russian invasion_40 billion aid
940,939,27,939_follow instagram art_instagram art_art accounts follow_instagram art social
941,940,27,940_rumors misinformation social_misinformation social_crisis misinformation_recognize misinformation
942,941,27,941_colorado senate_senate colorado_colorado presidential_election internalelectionopen colorado
943,942,27,942_football playoff games_playoff picture_football playoff_playoff games learned
944,943,27,943_corrections october_2019 corrections october_2019 corrections_october 2019 corrections
945,944,27,944_15 minimum wage_minimum wage wages_wages salaries minimum_wage united states
946,945,27,945_2022 corrections march_2022 corrections_2022_corrections march 2022
947,946,27,946_2020 corrections july_corrections july_july_2020 corrections
948,947,27,947_tennis coco gauff_open tennis coco_open tennis_tennis united states
949,948,27,948_2020 corrections oct_corrections oct_oct_2020 corrections
950,949,27,949_2020 corrections aug_corrections aug_2020 corrections_aug 2020
951,950,27,950_photography coronavirus ncov_photography coronavirus_coronavirus ncov photography_photographers
952,951,27,951_businesses_small businesses_business coronavirus_business shopping retail
953,952,27,952_recipes_popular recipes_cooking cookbooks recipes_cookbooks recipes
954,953,27,953_2021 corrections may_2021 corrections_2021_may 2021 corrections
955,954,27,954_leave netflix_titles leave netflix_netflix month_movies television stream
956,955,27,955_2020 corrections april_corrections april_april_2020 corrections
957,956,27,956_vaccination immunization covid_immunization covid_disease rates coronavirus_coronavirus cases falling
958,957,27,957_appalachian trail_hiking travel vacations_appalachian trail hikes_hiking national parks
959,958,27,958_television black people_people blacks television_blacks television_simpsons
960,959,27,959_2022 corrections june_corrections june_2022 corrections_june 2022 corrections
961,960,27,960_tax evasion_trump organization_swindling trump_frauds swindling trump
962,961,27,961_football learned week_season football_season football learned_learned week season
963,962,27,962_design behind cover_design behind_behind cover_design
964,963,27,963_singapore_vaccination immunization singapore_immunization singapore_ncov foreign workers
965,964,27,964_maryland covid case_maryland covid_county maryland_county maryland covid
966,965,27,965_recession depression_recession_ncov recession depression_coronavirus ncov recession
967,966,27,966_tunisia_middle east north_north africa unrest_tunisia president
968,967,27,967_butterflies moths_butterflies moths endangered_monarch butterflies_moths endangered extinct
969,968,27,968_deer_extinct species hunting_wolves endangered_wolves endangered extinct
970,969,27,969_victims act_child victims act_child victims_child abuse neglect
971,970,27,970_culture weekend_culture weekend quarantine_life culture weekend_weekend quarantine life
972,971,27,971_lingerie underwear_apparel lingerie underwear_fashion apparel lingerie_apparel lingerie
973,972,27,972_theaters buildings_movies theaters buildings_movies theaters_shutdowns institutional theaters
974,973,26,973_bridges tunnels_new bridge_bridge collapse_works bridges tunnels
975,974,26,974_coronavirus ncov blood_ncov blood_donation coronavirus_donation coronavirus ncov
976,975,26,975_2020 corrections dec_corrections dec_dec_2020 corrections
977,976,26,976_rugby world_world cup rugby_rugby rugby_cup rugby rugby
978,977,26,977_2022 corrections april_2022 corrections_corrections april 2022_april 2022
979,978,26,978_million homes california_homes california_residential million homes_california real estate
980,979,26,979_secession_secession independence_secession independence movements_politics government secession
981,980,26,980_kazakhstan_kazakhstan demonstrations_kazakhstan demonstrations protests_politics government demonstrations
982,981,26,981_tv shows_television best tv_best tv shows_fall television
983,982,26,982_congressional district runoff_district runoff_district runoff election_house representatives texas
984,983,26,983_somalia_terrorism suicide_somalis step government_terrorism somalia
985,984,26,984_azerbaijan_armenia_nagorno karabakh_armenia azerbaijan
986,985,26,985_coronavirus stimulus_stimulus economic_coronavirus stimulus package_trillion coronavirus
987,986,26,986_forces vaccination_military forces vaccination_immunization united states_vaccination immunization united
988,987,26,987_illinois election results_illinois election_internalelectionopen illinois election_election internalelectionopen illinois
989,988,26,988_south africa_jacob zuma_south africa parliament_africa parliament
990,989,26,989_everard murders_sarah everard murders_everard murders attempted_domestic violence murders
991,990,26,990_tea cooking cookbooks_tea cooking_tea shopping_tea content type
992,991,26,991_election internalelectionopen kansas_internalelectionopen kansas election_kansas election_kansas election results
993,992,26,992_broadcast coverage includes_alpine skiing_includes figure skating_hockey olympic
994,993,26,993_woodstock_woodstock music festivals_woodstock music_hundred sixties woodstock
995,994,26,994_billions season_television billions season_billions season episode_billions recap
996,995,26,995_automobiles_tesla_factories manufacturing_automakers
997,996,26,996_musicals go_go weekend theater_musicals go weekend_plays musicals go
998,997,26,997_tour de france_bicycle race_de france bicycle_france bicycle race
999,998,26,998_metaverse_metaverse internet_metaverse internet computers_metaverse meta
1000,999,26,999_opening ceremony_ceremony olympic games_ceremony olympic_olympic games opening
1001,1000,26,1000_summer_summer season_summer summer season_summer summer
1002,1001,26,1001_julia reed_julia child_literature food_restaurants books literature
1003,1002,26,1002_220 central park_south real estate_park avenue_housing residential luxury
1004,1003,26,1003_birth rates_family planning_control family planning_family planning birth
1005,1004,26,1004_2020 corrections march_corrections march_2020 corrections_corrections march 2020
1006,1005,26,1005_nato_nato russian_nato russian invasion_sweden nato
1007,1006,26,1006_amazon stan australia_new netflix amazon_netflix amazon stan_tv shows new
1008,1007,26,1007_eels_cruelty books literature_filthy animals_talking animals
1009,1008,26,1008_ncov amazon_coronavirus ncov amazon_violations coronavirus ncov_hazards violations coronavirus
1010,1009,26,1009_booker prize_man booker prize_booker prize books_literature man booker
1011,1010,26,1010_india_ncov india_coronavirus ncov india_india vaccine
1012,1011,26,1011_power failures blackouts_california blackouts_california power_blackouts weather
1013,1012,26,1012_call saul_better call saul_saul season_call saul season
1014,1013,25,1013_12 new books_new books recommend_recommend week books_books recommend week
1015,1014,25,1014_overdraft fees_banking financial_banking financial institutions_financial institutions
1016,1015,25,1015_arizona election results_arizona election_election internalelectionopen arizona_arizona primary election
1017,1016,25,1016_2021 corrections oct_oct_2021 corrections_corrections oct 2021
1018,1017,25,1017_2021 corrections dec_corrections dec_dec_2021 corrections
1019,1018,25,1018_2021 corrections march_corrections march_march_2021 corrections
1020,1019,25,1019_2021 corrections jan_2021 corrections_jan 2021 corrections_corrections jan 2021
1021,1020,25,1020_basketball content_candace parker_candace_basketball women girls
1022,1021,25,1021_profanity_indecency obscenity_indecency obscenity profanity_obscenity profanity
1023,1022,25,1022_beto rourke_rourke_gun control beto_election beto rourke
1024,1023,25,1023_sexually transmitted_sexually transmitted diseases_transmitted diseases_transmitted diseases disease
1025,1024,25,1024_election internalelectionopen idaho_idaho election_idaho election results_caucuses idaho
1026,1025,25,1025_jersey covid_new jersey covid_county new jersey_jersey covid case
1027,1026,25,1026_national debt_debt ceiling_politics government national_us federal budget
1028,1027,25,1027_2021 corrections april_corrections april_april_2021 corrections
1029,1028,25,1028_illegal immigration smuggling_smuggling deaths fatalities_smuggling illegal immigration_human smuggling
1030,1029,25,1029_spyware_cyberattacks hackers_cyberattacks_israeli spyware
1031,1030,25,1030_election internalelectionopen south_south carolina election_carolina election results_carolina election
1032,1031,25,1031_2021 corrections aug_corrections aug_aug_2021 corrections
1033,1032,25,1032_teenagers adolescence_coronavirus ncov teenagers_ncov teenagers adolescence_teens
1034,1033,25,1033_transgender_transsexuals_transgender transsexuals_girls transgender transsexuals
1035,1034,25,1034_galleries_york galleries see_new york galleries_york galleries
1036,1035,25,1035_2021 corrections_2021 corrections april_2021 corrections july_2020 corrections march
1037,1036,25,1036_japan virus_disease rates japan_japan virus success_epidemics japan
1038,1037,25,1037_texting_mobile applications text_text messages_messaging traffic accidents
1039,1038,25,1038_limbaugh_rush limbaugh_politics radio_us politics radio
1040,1039,25,1039_conspiracy_conspiracy theories_conspiracy theory_conspiracy theories rumors
1041,1040,25,1040_julian assange_assange extradition_extradition decisions verdicts_extradition decisions
1042,1041,25,1041_basketball police brutality_obscenity profanity_indecency obscenity profanity_indecency obscenity
1043,1042,25,1042_movies homosexuality bisexuality_movies homosexuality_homosexuality bisexuality movies_bisexuality movies
1044,1043,25,1043_michael jordan_basketball documentary films_basketball documentary_jordan
1045,1044,25,1044_military forces george_forces george floyd_cotton op ed_george floyd protests
1046,1045,25,1045_2021 corrections sept_corrections sept_sept_2021 corrections
1047,1046,25,1046_2022 corrections may_2022 corrections_2022_may 2022 corrections
1048,1047,25,1047_smollett_jussie smollett_smollett case_television assaults hoaxes
1049,1048,25,1048_beatles_beatles pop rock_beatles pop_spectacle yoko ono
1050,1049,25,1049_nightclubs homosexuality bisexuality_nightclubs homosexuality_bars nightclubs homosexuality_strip clubs
1051,1050,25,1050_states open tennis_2020 open watch_tennis united states_open tennis
1052,1051,25,1051_war powers_war emergency powers_iran war_iran war powers
1053,1052,25,1052_gloria_gloria vanderbilt_residential lofts_housing residential music
1054,1053,25,1053_ukraine president_impeachment inquiry corruption_whistleblower complaint impeachment_impeachment inquiry ukraine
1055,1054,24,1054_samesex marriage civil_samesex marriage_marriage civil unions_civil unions
1056,1055,24,1055_2022 corrections jan_2022 corrections_2022_corrections jan 2022
1057,1056,24,1056_korea_korea political_yoon suk yeol_yoon suk
1058,1057,24,1057_2020 corrections jan_2020 corrections_jan 2020 corrections_corrections jan 2020
1059,1058,24,1058_2020 corrections sept_sept_2020 corrections_sept 2020
1060,1059,24,1059_labor news news_labor news_organized labor news_collective bargaining
1061,1060,24,1060_gifted students_gifted programs_education gifted students_education gifted
1062,1061,24,1061_tips_waiters waitresses_tips tipping holidays_tips tipping quarantine
1063,1062,24,1062_textiles_art textiles_textiles design_textiles silk
1064,1063,24,1063_get million real_get million_residential get million_million real estate
1065,1064,24,1064_bob dole_deaths obituaries united_politics government funerals_funerals memorials biden
1066,1065,24,1065_race ethnicity presidential_ethnicity presidential election_ethnicity presidential_rising diversity
1067,1066,24,1066_greenland_buy greenland_greenland united_greenland united states
1068,1067,24,1067_contamination_food contamination_food contamination poisoning_contamination poisoning
1069,1068,24,1068_amtrak_railroads highspeed rail_railroads infrastructure public_railroads infrastructure
1070,1069,24,1069_house building washington_white house building_white house_building washington dc
1071,1070,24,1070_blacks lynching_lynching united states_legislation black people_homicides discrimination vigilantes
1072,1071,24,1071_french open_french open tennis_2020 french open_tennis 2020 french
1073,1072,24,1072_2020 corrections june_corrections june_june_2020 corrections
1074,1073,24,1073_mothers_mother day_mothers day families_parenting content
1075,1074,24,1074_carlos ghosn escape_japan_violations carlos ghosn_violations japan
1076,1075,24,1075_immune deficiency_kramer_homosexuality bisexuality acquired_bisexuality acquired immune
1077,1076,24,1076_ncov south africa_coronavirus ncov south_southern africa_restrictions coronavirus ncov
1078,1077,24,1077_misinformation coronavirus_misinformation coronavirus ncov_rumors misinformation coronavirus_coronavirus ncov social
1079,1078,24,1078_trees shrubs_forests forestry_shrubs forests forestry_trees shrubs forests
1080,1079,24,1079_west point_students cheating_cheating tests examinations_cheating tests
1081,1080,24,1080_divorce separations_marriages divorce_marriages divorce separations_divorce divorce separations
1082,1081,24,1081_drug resistance microbial_resistance microbial_resistance microbial antibiotics_microbial antibiotics
1083,1082,24,1082_yoga teachers_state legislatures religionstate_yoga yoga_type service yoga
1084,1083,24,1083_2020 corrections nov_corrections nov_nov_2020 corrections
1085,1084,24,1084_meteor shower_skies meteors_night skies meteors_skies meteors meteorites
1086,1085,24,1085_2021 corrections june_corrections june_june_2021 corrections
1087,1086,24,1086_coronavirus briefing happened_coronavirus briefing_immunization coronavirus briefing_disease rates coronavirus
1088,1087,24,1087_chip shortage_computer chips_automobiles shortages_automobiles computer chips
1089,1088,24,1088_financial aid_colleges universities tuition_universities financial_colleges universities financial
1090,1089,24,1089_sold around 600_around 600 000_600 000_homes sold around
1091,1090,24,1090_fraternities_sororities_fraternities sororities_hazing fraternities
1092,1091,24,1091_cattle_cows_livestock_factory farming
1093,1092,24,1092_hotels travel lodgings_vacations hotels travel_vacations hotels_travel vacations hotels
1094,1093,24,1093_fish farming_commercial fish farming_commercial fish_fish marine life
1095,1094,24,1094_gifts public officials_bribery kickbacks_embezzlement corruption_corruption institutional
1096,1095,24,1095_humor comedy shows_comedy humor comedy_catch weekend comedy_weekend comedy
1097,1096,24,1096_2020 corrections feb_corrections feb_feb_2020 corrections
1098,1097,24,1097_africa coronavirus ncov_africa coronavirus_covid mystery africa_deaths africa
1099,1098,23,1098_sex education_sex_education sex_sex ed
1100,1099,23,1099_sauces_chili_chile crisp_barbecue sauces
1101,1100,23,1100_medical antibodies_antibodies coronavirus_medical antibodies coronavirus_antibodies coronavirus ncov
1102,1101,23,1101_bathrooms toilets_bathrooms toilets social_bathrooms toilets space_public toilets
1103,1102,23,1102_streaming gems movies_gems movies_gems movies documentary_movies documentary
1104,1103,23,1103_senate ohio_primaries caucuses midterm_trump win ohio_ohio senate race
1105,1104,23,1104_newspaper_culture newspapers_life culture newspapers_newspapers handicrafts
1106,1105,23,1105_2021 corrections nov_corrections nov_nov_2021 corrections
1107,1106,23,1106_2021 corrections july_corrections july_july_2021 corrections
1108,1107,23,1107_peng shuai tennis_tennis sex crimes_chinese tennis_tennis politics
1109,1108,23,1108_latin music_obituaries latin music_ncov latin music_percussionist
1110,1109,23,1109_paralympic_paralympic games_paralympics_paralympic games disabilities
1111,1110,23,1110_movies quarantine life_movies quarantine_like hot movies_rom coms
1112,1111,23,1111_microwaves_havana syndrome united_consulates espionage intelligence_embassies consulates espionage
1113,1112,23,1112_july fireworks_fireworks independence_fireworks independence day_us july fireworks
1114,1113,23,1113_television homosexuality bisexuality_television homosexuality_homosexuality bisexuality_reality television homosexuality
1115,1114,23,1114_britain_vaccination immunization britain_immunization britain_vaccine rollout
1116,1115,23,1115_sweden_coronavirus sweden_internalessential sweden_coronavirus restrictions
1117,1116,23,1116_2021 editors note_2021 editors_editors note july_2022 editors
1118,1117,23,1117_trucking_trucks trucking_truck drivers_shortage truck drivers
1119,1118,23,1118_taboo tattoos_tattoos quarantine life_shifting norms tattoos_tattoos japan
1120,1119,23,1119_maya wiley_elections mayors_kathryn garcia_mayoral endorsement
1121,1120,23,1120_football sex crimes_crimes antonio brown_patriots football_football antonio brown
1122,1121,23,1121_jeffrey epstein_suicides suicide attempts_suicides_epstein suicide
1123,1122,23,1122_celibacy_priests celibacy_catholic_celibacy marriages
1124,1123,23,1123_crossword stumper_crossword stumper crossword_puzzles crossword stumper_puzzles pity fool
1125,1124,23,1124_north korea_ncov north korea_coronavirus ncov north_rates north korea
1126,1125,23,1125_extremism_extremism altright_rightwing extremism_rightwing extremism altright
1127,1126,23,1126_suez_suez canal_ships shipping canals_canals suez canal
1128,1127,23,1127_spring break_miami beach_vacations beaches_travel vacations beaches
1129,1128,23,1128_chile_chile president_unrest chile_protests riots constitutions
1130,1129,23,1129_isis_children isis_children childhood detainees_detainees kurds terrorism
1131,1130,23,1130_immigration_asylum right_coronavirus ncov immigration_illegal immigration united
1132,1131,23,1131_camps camping_camps camping summer_camps camping quarantine_camps camping children
1133,1132,23,1132_climate_climate change_institutions united_financial institutions
1134,1133,23,1133_trafficking illegal immigration_human trafficking_truck deaths human_deaths human trafficking
1135,1134,23,1134_state union_state union message_state union address_trump state union
1136,1135,23,1135_bees_bees gardens gardening_millions bees_beehives
1137,1136,23,1136_got attention times_attention times_attention times week_reading contest week
1138,1137,23,1137_japan economy_japan_product japan_domestic product japan
1139,1138,23,1138_rising seas_oceans seas_global warming coast_seas global warming
1140,1139,23,1139_election internalelectionopen maine_internalelectionopen maine election_maine election_maine primary
